event_id,source_type,source_path,local_id,date,summary,primary_category,secondary_categories,scope,status,explicitness,confidence,evidence_section,line_start,line_end,evidence_paraphrase,alternatives,rationale,current_docs,related_adrs,canonical_id,adr_coverage,adr_recommendation,included_in_primary_total,reviewer_notes
DEA-DEC-0536,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D04,2026-06-30,"The checked tracker covers `new` plus raw allocation, reallocation, free, and drop entry points rather than validating only generated object allocation.",Runtime,Ownership and memory safety,Shared L0/L1,Retained,Explicit,High,Shared Design,52,55,"new, rt_alloc, rt_calloc, rt_realloc, rt_free, and drop all participate in tracker state and validation.",Track only new/drop | Track only generated dereferences and ignore raw allocation APIs,Pointers from stdlib containers and raw memory helpers must share the same validity model as object pointers.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0518,Directly covered,Covered,Yes,
DEA-DEC-0537,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D05,2026-06-30,"Generated drop is a begin/finish protocol: exact-base validity is established before owned-field cleanup, and the allocation is quarantined only after cleanup completes.",Ownership and memory safety,Runtime | Backend and C emission,Shared L0/L1,Retained,Explicit,High,Shared Design,52,55,Drop validation and state transition bracket compiler-generated field cleanup.,Mark memory freed before field cleanup | Validate only in the final free helper | Let generated cleanup dereference before validating the base,"Invalid casts and stale drops must fail before cleanup dereferences fields, while valid owned fields remain live during cleanup.",docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0519,Directly covered,Covered,Yes,
DEA-DEC-0538,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D06,2026-06-30,"Released blocks remain in a bounded quarantine; temporal-error detection is guaranteed only while a record remains retained, with pointer tagging excluded.",Ownership and memory safety,Runtime,Shared L0/L1,Retained,Explicit,High,Shared Design,54,57,The design chooses bounded historical retention and explicitly disclaims complete detection after eviction/address reuse.,Unbounded tombstones | Immediate record removal | Generation-tagged pointer values,A bounded quarantine catches common stale aliases without changing pointer representation or leaking unbounded memory.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0520,Directly covered,Covered,Yes,
DEA-DEC-0539,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D07,2026-06-30,"Memory tracing remains lifecycle-oriented: allocation/free/new/drop events stay visible, but successful access checks, derived validation, and quarantine eviction do not emit trace lines.",Runtime,Diagnostics and recovery,Shared L0/L1,Retained,Explicit,High,Shared Design,58,61,Pointer validation deliberately preserves the existing trace surface instead of adding per-access noise.,Trace every checked pointer access | Hide drop lifecycle behind the checker | Create a separate access-trace stream,Existing ownership traces remain stable and useful without overwhelming output on hot paths.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0521,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0540,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D08,2026-06-30,Every generated checked-access site owns a static cache of its last allocation record and generation; misses use the full tracker and refill it.,Backend and C emission,Runtime | Ownership and memory safety,Shared L0/L1,Retained,Explicit,High,Tracker Performance Design,74,76,A site-local generation/range fast path avoids hashing on repeated accesses.,Full tracker lookup on every access | One global last-record cache | Whole-program static check elision only,Per-site locality keeps checked mode practical without weakening validation.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/c-backend-design.md | l1/docs/reference/c-backend-design.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0522,Directly covered,Covered,Yes,
DEA-DEC-0541,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D09,2026-06-30,Runtime helpers that derive interior pointers validate them against the owning allocation range instead of registering a separate derived-pointer record per call.,Runtime,Ownership and memory safety,Shared L0/L1,Retained,Explicit,High,Tracker Performance Design,77,79,Derived validity follows the owner record's range and temporal state.,Register each derived pointer as its own allocation record | Leave helper-derived pointers unchecked,Owner-based validation preserves temporal detection without unbounded metadata churn for indexing helpers.,docs/decisions/0010-checked-runtime-pointer-access-validation.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0523,Directly covered,Covered,Yes,
DEA-DEC-0542,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D10,2026-06-30,"Heap string blocks are initially registered eagerly at allocation, while static string spans are registered lazily when raw bytes are exposed.",Runtime,Ownership and memory safety,Shared L0/L1,Superseded,Explicit,High,String Storage Registration,81,85,The first implementation distinguishes eager heap-ARC tracking from lazy static-span tracking.,Register both kinds lazily at exposure | Track every static literal at program startup | Never validate string byte pointers,Eager heap registration initially tied tracker lifetime directly to ARC allocation/release.,docs/decisions/0010-checked-runtime-pointer-access-validation.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0524,Directly covered,Historical predecessor retained in ADR plan history,Yes,
DEA-DEC-0543,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D11,2026-06-30,Heap and static string storage exposed as raw bytes is tracked read-only: checked reads succeed and checked writes fail before mutation.,Ownership and memory safety,Runtime,Shared L0/L1,Retained,Explicit,High,String Storage Registration,83,87,Both ARC-managed and static string spans reject write-mode checked access.,Permit raw mutation of string bytes | Return copied mutable buffers | Disallow any raw byte view,Raw views remain compatible with immutable string value semantics.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0525,Directly covered,Covered,Yes,
DEA-DEC-0544,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D12,2026-06-30,"ARC-managed and static tracked storage cannot be released through drop, rt_free, or rt_realloc.",Ownership and memory safety,Runtime,Shared L0/L1,Retained,Explicit,High,String Storage Registration,87,89,Runtime-managed record kinds reject ownership operations from raw/object allocation families.,Allow raw free of ARC string storage | Treat every tracked allocation family as interchangeable,The operation that owns a lifetime must remain the only operation authorized to end it.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0526,Directly covered,Covered,Yes,
DEA-DEC-0545,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D13,2026-06-30,"Checked validation is the default, but compile-time unchecked defines remove validation, tracking, and quarantine without changing generated C shape.",Runtime,Ownership and memory safety | Backend and C emission,Shared L0/L1,Retained,Explicit,High,Checked And Release Builds,91,99,L0_RT_UNCHECKED and DEA_RT_UNCHECKED select an explicit performance opt-out at C/runtime build time.,Always require checks | Generate different C in checked and release modes | Make unchecked the default,The release escape hatch preserves raw-pointer performance while keeping one backend output contract.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0527,Directly covered,Covered,Yes,
DEA-DEC-0546,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D14,2026-06-30,"Pointer-safety semantics are shared across levels, but each level may retain its existing runtime layout, naming, and header-versus-archive boundary.",Runtime,Bootstrap and self-hosting | ABI and linking,Shared L0/L1,Retained,Explicit,High,Metadata / Porting rule,17,19,The shared contract is ported mechanically without forcing already-divergent runtime representations to converge.,Require one physically identical runtime implementation | Permit semantic divergence between level runtimes,L0's header runtime and L1's archive runtime can expose the same safety behavior through appropriate local ABI shapes.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/architecture.md | l1/docs/reference/architecture.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0528,Directly covered,Covered,Yes,
DEA-DEC-0547,Plan,work/plans/bug-fixes/closed/2026-07-02-shared-c-compiler-invocation-order-noref.md,D01,2026-07-02,Output and link-facing flags follow the generated C input so object and archive link order stays stable.,ABI and linking,,Shared L0/L1,Retained,Explicit,High,Scope of This Fix,66,70,"All levels keep output and linker flags, including runtime and sys.real libraries, after the generated input.",Move all flags before the input,,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,,DEA-CANON-0529,ADR not warranted,Not warranted,Yes,
DEA-DEC-0548,Plan,work/plans/bug-fixes/closed/2026-07-03-shared-alloc-tracker-churn-rehash-noref.md,D01,2026-07-03,Allocation-tracker and quarantine constants are compile-time override points in both runtimes.,Runtime,,Shared L0/L1,Retained,Explicit,High,Summary,45,48,Four tracker/quarantine constants gain guarded definitions so builds can tune them.,,,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0530,Covered as part of a broader ADR,Covered,Yes,
